text,class
"Pasażer odpowiada za szkody wyrządzone przewoźnikowi, w tym szczególnie za zniszczenia wyposażenia środka transportu, na zasadach ogólnych przewidzianych w Kodeksie cywilnym.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Realizacja zamówienia następuje po przyjęciu Zamówienia. 4) zapłata przy odbiorze Towaru (za pobraniem) - Klient uiszcza należność bezpośrednio przy odbiorze Towaru u przewoźnika.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Opłaty te uiszczane są co miesi, z góry, w terminie do 10-go dnia każdego miesiąca. Koszt prowadzenia zarząd w wysokości określonej powyżej stanowi wynagrodzenie za zarządzań nieruchomością.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Po upływie terminu ważności doładowania niewykorzystane środki zostają zablokowane, a otrzymany Bonus zostaje anulowany.",KLAUZULA_ABUZYWNA
Wynajmujący ma prawo rozwiązać umowę najmu bez wypowiedzenia w sytuacji gdy Najemca ma prawo rozwiązać umowę najmu bez wypowiedzenia w sytuacji gdy,BEZPIECZNE_POSTANOWIENIE_UMOWNE
2dotyczy umów o produkty określone w pkt. I i II Tabeli zawartych do 10 marca 2016 r. Dla umów kredytowych zawieranych od 11 marca 2016 r. opłaty nie są pobierane.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
7.Sprzedający dostarczy Kupującemu w formie elektronicznej aktualną treść gwarancji na zainstalowane urządzenia. Na życzenie Kupującego dokumentacja powyższa może zostać przekazana w formie papierowej.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
W trakcie pobytu w przedszkolu rodziców/opiekunów dziecko pozostaje pod ich opieką i oni odpowiadają za jego bezpieczeństwo.,KLAUZULA_ABUZYWNA
"Student oświadcza, że znany jest mu Statut Uczelni oraz Regulamin Studiów obowiązujący w Uczelni, w tym Rozdział III Prawa i obowiązki studenta, których treść znajduje się na stronie internetowej Uniwersytetu – www.umlub.pl",KLAUZULA_ABUZYWNA
Zamawiający zobowiązuje się również do pokrycia ewentualnych szkód i zniszczeń wynikających z winy Zamawiającego.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Rodzic zobowiązany jest do pisemnej zmiany deklaracji. Opłata za wyżywienie jest dokonywana przelewem z góry za cały miesiąc.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Wszelkie kwestie sporne rozstrzygał będzie właściwy rzeczowo sąd powszechny w Częstochowie,KLAUZULA_ABUZYWNA
W takim wypadku Konsument nie będzie – 5 –§ Regulamin świadczenia usług przez U P C Polska Sp.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Mają Państwo prawo odstąpić od niniejszej umowy w terminie 14 dni bez podania jakiejkolwiek przyczyny. Termin do odstąpienia od umowy wygasa po upływie 14 dni od dniar.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Oprocentowanie premiowe nie dotyczy Konta Oszczędnościowego Skarbonka oraz Kont Oszczędnościowych Premium. 3. Oprocentowanie Kont Oszczędnościowych w ramach Oferty Specjalnej Na nowe środki- XVII edycja.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
§ 4 Utworzenie Profilu Klienta na Stronie Internetowej,BEZPIECZNE_POSTANOWIENIE_UMOWNE
2.PZU Życie SA potwierdza zawarcie pierwszej umowy ubezpieczenia dodatkowego dokumentem ubezpieczenia. 3.PZU Życie SA zastrzega sobie prawo do odmowy zawarcia umowy ubezpieczenia dodatkowego.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Nabywca ma prawo odstąpić od niniejszej umowy deweloperskiej : h) w przypadku, o którym mowa w § 4 ust. 1 lit. b niniejszego aktu (tj. zwiększenia powierzchni powyżej 2%) i) w przypadku, gdy wynikająca z obmiaru powykonawczego zmiana powierzchni użytkowej lokalu (w stosunku do podanej w § 2 pkt 6 niniejszego aktu) przekroczy 3%- i to w terminie 14 (czternaście) dni od dnia otrzymania od Dewelopera informacji w tym przedmiocie .",KLAUZULA_ABUZYWNA
"Koniec opcji dla kredytu BEZ POLECENIA ZAPŁATY 10. Kredytobiorca oświadcza, że Umowa jest zawierana na jego życzenie z zastosowaniem środka porozumiewania się na odległość.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
5.Zwrot należności za bilety będzie dokonywany w terminie 7 dni od daty planowanego meczu. 6.Zwrotowi nie podlegają zakupione programy zawodów.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"10.Umowa zostaje zawarta na okres cyklu nauczania, obejmującego naukę w klasach pierwszej, drugiej i trzeciej. 11.Każda zmiana umowy wymaga formy pisemnej pod rygorem nieważności.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Przedsiębiorca w ramach uzyskanego od Klienta wynagrodzenia i w zakresie niezbędnym do wykonania Umowy, pokrywa koszty wskazanego przez siebie: d. adwokata lub radcy prawnego reprezentującego Klienta w postępowaniu przedsądowym, pojednawczym, sądowym oraz egzekucyjnym",KLAUZULA_ABUZYWNA
"Nabywca, w zakresie wyłącznego korzystania z miejsc postojowych i komórek, ma prawo do odwołania niniejszego pełnomocnictwa.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Pożyczkodawca przekaże Pożyczkobiorcy uaktualniony Harmonogram Spłat. Skorzystanie z uprawnienia spowoduje zmianę RRSO, Okresu Kredytowania oraz Dnia Ostatniej Raty, o czym Pożyczkodawca poinformuje Pożyczkobiorcę na piśmie.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Osobom, które zrezygnują z dalszej kontynuacji trasy nie będą zwracane koszty biletu",KLAUZULA_ABUZYWNA
Organowi prowadzącemu Szkołę przysługuje odszkodowanie w wysokości trzymiesięcznej aktualnej stawki czesnego w przypadku: a) zerwania przez Rodziców/opiekunów umowy ze Szkołą z naruszeniem postanowień niniejszej umowy;,KLAUZULA_ABUZYWNA
Uczestnik poprzez wstęp na teren odbywania się imprezy wyraża zgodę na:  a)nieodpłatne wykorzystanie swojego wizerunku utrwalonego podczas imprezy do celów marketingowych Organizatora;,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Parking nie jest strzeżony i nie posiada zabezpieczeń przed dostępem osób trzecich. Korzystanie z Parkingu odbywa się wyłącznie na własne ryzyko parkującego,KLAUZULA_ABUZYWNA
Zleceniodawca są solidarnie zobowiązani do zapłaty kosztów windykacji,KLAUZULA_ABUZYWNA
"13.Jednomiesięczne opóźnienie w płatności czesnego skutkuje:  a) Przy pierwszym razie - cofnięciem zniżki w czesnym od miesiąca, w którym nastąpiło opóźnienie;",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Przez zakończenie montażu rozumie się wykonanie i zamontowanie wszystkich elementów składających się na zawartą umowę zgodnie z projektem i umową oraz podpisanie przez konsumenta oraz monterów protokołu zdawczo-odbiorczego dokumentującego faktyczny zakres i stan wykonania prac.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
roszczenia zgłoszone po wizycie uznane zostaną za nie powstałe na Sali,KLAUZULA_ABUZYWNA
O przypadku niezgodności towaru z umową konsument powinien powiadomić sprzedawcę w formie pisemnej.,KLAUZULA_ABUZYWNA
"W przypadku podwyższenia opłaty lub prowizji, których wysokość do tej pory wynosiła:  a) 0 zł - opłata w wyniku podwyższenia nie może przekroczyć 200 zł,",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Wymaga się by podanie złożone zostało pisemnie do dnia 15.01. Po złożeniu wypowiedzenia Umowa zostaje rozwiązana z chwilą spłaty pełnej kwoty czesnego za dwa lata i każdy kolejny rozpoczęty rok nauki.,KLAUZULA_ABUZYWNA
Kredytobiorca (Pożyczkobiorca) może spłacić cały Kredyt (Pożyczkę) (lub jego część) przed terminem określonym w Umowie Kredytu (Umowie Pożyczki).,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Koniec opcji dla kredytu z promesą §,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"zm. ), który na dzień zawarcia Umowy o KO wynosi 19%. 5. Sposób, formę i terminy otrzymywania wyciągów KO określa Umowa ROR. § 4.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Przedsiębiorca nie ponosi odpowiedzialności za opóźnienia i ich dalsze skutki spowodowane czynnikami administracyjnymi (kontrole policyjne/ITD) lub innymi czynnikami niezależnymi od przewoźnika (np. warunki atmosferyczne, utrudnienia w ruchu drogowym).",KLAUZULA_ABUZYWNA
b)zachowanie ucznia. fi 1)Ocenianie osiągnięć edukacyjnych i zachowania ucznia odbywa się w ramach oceniania wewnątrzszkolnego.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Jeżeli Kredytobiorca samodzielnie sfinansował składkę ubezpieczeniową, o której mowa w ust.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Wszelkie wpłaty dokonane przez Kredytobiorcę/Pożyczkobiorcę2' przed terminem płatności albo w kwotach wyższych niż wynikające z umowy Kredytu/Pożyczki, rozliczane są w terminach spłat. Wpłacone kwoty nie podlegają oprocentowaniu.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Oświadczenie o poddaniu się egzekucji A.7. Cesja wierzytelności na zabezpieczenie A.8.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
﻿Tabela opłat i prowizji Getin Noble Banku S.A. dla Klientów Indywidualnych.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
1 ustawy z dnia 29 sierpnia 1997 r. Prawo bankowe (tekst jedn.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
6.Współpracuje ze specjalistami zapewniając w miarę potrzeb konsultacje i pomoc. Rozdział Ul Organy przedszkola §6 1.Organami przedszkola są: ,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"“Spółka zastrzega sobie prawo do zmiany Placówek Współpracujących w trakcie obowiązywania Umowy z poniżej przedstawionych powodów: a) rozwiązanie umowy z Placówką Współpracującą,. Aktualny wykaz Placówek Współpracujących dostępny jest na stronie internetowej www.cmsf.pl oraz pod numerem telefonu 792742267.",KLAUZULA_ABUZYWNA
"Po dokonaniu przedterminowej spłaty, Bank wysyła Kredytobiorcy nowy harmonogram spłat. Koniec opcji dla kredytu z ROR Początek opcji dla kredytu BEZ ROR 1.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Zasady uczestnictwa w Programie 1.Udział w Programie jest dobrowolny i bezpłatny. ’/ 2.Udział w Programie oznacza akceptację niniejszego Regulaminu w całości.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"e)nazwa banku, prowadzącego rachunek Posiadacza - Płatnika, 8. w przypadku Zlecenia stałego: a)numer rachunku, z którego będzie realizowane Zlecenie płatnicze w formacie NRB,",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Odstąpienie od umowy wymaga formy pisemnej,KLAUZULA_ABUZYWNA
"W przypadku braku pisemnego oświadczenia abonenta, złożonego przed upływem okresu obowiązywania umowy zawartego na czas określony, umowa ulega automatycznemu przedłużeniu na kolejny okres obowiązywania .",KLAUZULA_ABUZYWNA
"1, wystarczające jest wysłanie oświadczenia przed upływem tego terminu.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"a)kosztów obiadów, b)wycieczek szkolnych kilkudniowych - innych niż jednodniowe,",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Umowa została zawarta na czas oznaczony do dnia ..//20.r. Zleceniodawca w trakcie trwania umowy może korzystać zarówno z usług zleceniobiorcy, jak i z usług innych podmiotów, w tym także może samodzielnie podejmować czynności zmierzające do zawarcia umowy oczekiwanej.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Dzieci do lat 8 mogą korzystać z Lodowiska wyłącznie pod opieką rodziców i opiekunów i na ich odpowiedzialność.,KLAUZULA_ABUZYWNA
W przypadku doznania .. urazu fizycznego lub innej szkody fakt ten należy niezwłocznie zgłosić obsłudze,KLAUZULA_ABUZYWNA
"4.Użytkownik Karty autoryzuje Transakcję dokonaną z użyciem Karty poprzez:  a)podanie prawidłowego Kodu PIN w przypadku Transakcji wymagającej potwierdzenia Kodem PIN,",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"6 poniżej oraz gdy rozwiązanie umowy nie nastąpi w formie pisemnej, zgodnie z ust.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Przyjmujący zamówienie zastrzega sobie możliwość opóźnienia realizacji wykonania usługi do 14 dni roboczych. 2.Umowa wchodzi w życie z dniem podpisania.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
uczestniczę wyłącznie na własną odpowiedzialność nie będę wnosił roszczeń do organizatora,KLAUZULA_ABUZYWNA
"Niezapłacenie przez Nabywcę wartości całkowitej w wyznaczonym terminie lub nieodebranie sukni ślubnej, oznacza rezygnację Nabywcy z zamówienia ze skutkiem określonym w pkt .",KLAUZULA_ABUZYWNA
"W przypadku wymuszenia przyjazdu Wynajmującego lub osób przez niego upoważnionych, w celu rozwikłania konfliktów dotyczących utrzymania czystości części wspólnych, Wynajmujący naliczy Najemcy lub Najemcom wskazanym przez innych Najemców jako osoby odmawiające partycypacji w czynnościach porządkowych, karę umowną w kwocie 100 zł za każdy przyjazd, co jest kwotą odpowiadającą wydatkom na pokrycie kosztów dojazdu oraz średnio godzinie pracy, poświęconej na rozwiązanie konfliktu.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"W przypadku rozwiązania umowy wskutek wypowiedzenia z przyczyn zależnych od konsumenta opłaty . podlegają zwrotowi w wysokości odpowiadającej niewykorzystanej lub niespełnionej części usług ., po odliczeniu udokumentowanych kosztów, które przedsiębiorca poniósł w celu zapewnienia kontynuacji umowy. Nie dotyczy to sytuacji, gdy rozwiązanie umowy następuje z przyczyn zależnych od przedsiębiorcy, w której opłaty . podlegają zwrotowi w pełnej wysokości.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
10.Za opóźnienia w płatnościach nalicza się odsetki umowne za zwłokę w wysokości czterokrotności stopy kredytu lombardowego NBP. H. Jednomiesięczne opóźnienie w płatności czesnego skutkuje: ,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Park Edukacji i Rozrwyki Farma Iluzji jest uprawniony, bez obowiązku wypłacenia odszkodowania, do usunięcia ze swego terenu osób, które nie posiadają ważnego biletu lub postępują wbrew przepisom i zarządzeniom. Kto przeszkadza innym gościom, używa infrastruktury i urządzeń Parku wbrew instrukcjom i przepisom oraz nie podporządkowuje się zaleceniom personelu, może zostać wyproszony z terenu Parku. Roszczenia o zwrot, choćby cząstkowej ceny za bilet, zostaną oddalone.",KLAUZULA_ABUZYWNA
Właściciel parku nie ponosi odpowiedzialności za szkody lub krzywdy powstałe w związku z niezgodnym z regulaminem używaniem klocków. Wszelkie roszczenia zgłoszone po wizycie lub zabawie uznane zostaną za niepowstałe w .,KLAUZULA_ABUZYWNA
8.3.Klient zobowiązany jest do zgłoszenia wszelkich usterek stwierdzonych w trakcie wypożyczenia roweru. W tym celu możliwe jest wykorzystanie Komputera pokładowego roweru.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"OŚWIADCZENIE POŻYCZKODAWCY Pożyczkobiorca oświadcza, że: a. w przypadku pozytywnej weryfikacji oraz akceptacji wniosku o pożyczkę (zastrzegając spełnienie warunków udzielenia pożyczki) Pożyczkodawca udzieli pożyczki Pożyczkobiorcy bezzwłocznie, jednak w terminie nie dłuższym niż 2 dni robocze b. w przypadku zmian w zasadach udzielania Pożyczek, zobowiązuje się informować o nich Pożyczkobiorcę zamieszczając te informacje na Stronie Internetowej Pożyczkodawcy oraz Pośrednika kredytowego c. w sposób należyty i zgodny z powszechnie obowiązującym prawem zabezpieczyć powierzone dane osobowe oraz informacje dotyczące Pożyczkobiorcy.",KLAUZULA_ABUZYWNA
"3.Bank - Getin Noble Bank Spółka Akcyjna z siedzibą w Warszawie. 4.Bank Płatnika - bank prowadzący rachunek Płatnika, który jest obciążany kwotami Polecenia zapłaty.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Początek opcji z kredytowaniem kosztów Nie obejmuje ona kredytowanych kosztów Kredytu. Koniec opcji z kredytowaniem kosztów.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Członek klubu jest uprawniony do korzystania z umówionych świadczeń za odpowiednią opłatą. 2.3Członkami klubu fitness mogą być osoby, które ukończyły 13. rok życia.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Zleceniodawca zobowiązuje się do pokrycia kosztów szkód powstałych z winy uczestników imprezy.,KLAUZULA_ABUZYWNA
2.18.Wypożyczenie roweru - rozpoczęcie wypożyczenia roweru przy pomocy Identyfikatora Klienta. Wypożyczenie roweru opisuje punkt VIII.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Umowa może być rozwiązana poprzez: 1/ decyzję rodziców/opiekunów o przeniesieniu dziecka do innej szkoły. O decyzji rodzice informują dyrekcję Szkoły Podstawowej Towarzystwa Salezjańskiego w Bydgoszczy na piśmie, najpóźniej w dniu odbioru dokumentów. Jeżeli przeniesienie następuje w czasie trwania roku szkolnego to czesne należy opłacić także za miesiąc, w którym następuje przeniesienie, a jeżeli uczeń kończy klasę i otrzymuje świadectwo, to czesne należy opłacić za cały rok szkolny (do sierpnia włącznie) .",KLAUZULA_ABUZYWNA
"W przypadku braku wniosku Bank dostarczył dokumenty w formie papierowej. 4. Posiadacz potwierdza otrzymanie dokumentów wymienionych w pkt 3. powyżej, w tym Arkusza informacyjnego dla deponentów.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
b)zapewnienie bezpieczeństwa uczniów oraz unikanie powodowania zagrożeń przez nich samych; c)kształtowanie w uczniach świadomości bycia odpowiedzialnym za własne czyny;,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Aktualny wykaz zajęć fakultatywnych znajduje się w załączniku nr 1 do Umowy o świadczeniu usług. Zajęcia fakultatywne grupowe rozpoczynają się po zgłoszeniu 6 osób zainteresowanych danymi zajęciami.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
12.Zdjęcie towaru/produktu ma wyłącznie charakter poglądowy. Towar wysłany może nieznacznie różnić się od zdjęcia wstawionego na stronie danego produktu.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Dyspozycje są realizowane przez Bank w Dniach roboczych.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Przedsiębiorca uprawniony jest do rozwiązania umowy bez zachowania terminu wypowiedzenia, jeżeli konsument: f) korzysta z pojazdu w sposób nieodpowiadający jego przeznaczeniu, g) nie przestrzega zasad ruchu drogowego, h) nie przestrzega zakazu oddawania samochodu do korzystania osobom nieuprawnionym, i) nie przestrzega zakazu palenia w pojeździe, j) nie przestrzega terminowego zwrotu samochodu przewozi zwierzęta pomimo braku zgody przedsiębiorcy.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
1 zł 1 0 zł 0 zł nie dotyczy 5.1.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
(słownie: piętnaście złotych) od jednej czynności.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"b) polecenie przelewu, w tym Transakcje w obrocie dewizowym, c)Polecenie zapłaty, Zlecenie stałe,",BEZPIECZNE_POSTANOWIENIE_UMOWNE
W wypadku wypowiedzenia umowy ze skutkiem natychmiastowym nie jest zwracana opłata za pobyt.,KLAUZULA_ABUZYWNA
"5. Zamówienia w Sklepie można składać 24 godziny na dobę, 7 dni w tygodniu. Zamówienia składane w soboty, niedziele lub święta są rozpatrywane następnego dnia roboczego.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Odsetki od wykorzystanej pożyczki pobierane są każdorazowo przy zasileniu rachunku. 12.Wpłaty dokonywane przez Pożyczkobiorcę na spłatę pożyczki SKOK zalicza w następującej kolejności na poczet: ,BEZPIECZNE_POSTANOWIENIE_UMOWNE
§12 Do rozstrzygnięcia wszelkich sporów wynikających z niniejszej umowy właściwy jest Sąd Rejonowy dla Łodzi Śródmieścia w Łodzi. §13 Umowę sporządzono w dwóch jednakowych egzemplarzach po jednym dla każdej ze Stron.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"e)zęstotliwość, f)data pierwszej realizacji i wygaśnięcia Zlecenia płatniczego,",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Pływalnia nie ponosi odpowiedzialności za kontuzje powstałe w wyniku korzystania z urządzeń na Sali ćwiczeń,KLAUZULA_ABUZYWNA
Park nie ponosi odpowiedzialności za wypadki spowodowane nieprzestrzeganiem Regulaminu.,KLAUZULA_ABUZYWNA
Sprawy sporne rozstrzygane będą przez Sąd właściwy wg obowiązujących przepisów prawa.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Reklamację można złożyć w następujący sposób: a) pisemnie na adres Foto-Plus ul. Aleksandry 28, 30-837 Kraków b) w formie elektronicznej za pośrednictwem poczty e-maila sklep@fotoplus.pl c) osobiście w tym sklepie stacjonarnym, w którym zakupiono produkt.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
szkód powstałych z winy Zleceniodawcy,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Zobowiązuję się do aktualizacji złożonego oświadczenia dot.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Zleceniodawca wyraża zgodę na reprezentowanie go w toku procesu przez wskazanych przez Zleceniobiorcę pełnomocników głównych jak i przez ustanowionych substytutów,KLAUZULA_ABUZYWNA
"Szkoła zastrzega sobie możliwość zmiany wysokości opłat w okresie obowiązywania umowy, w sytuacji zmiany wskaźnika cen towarów i usług konsumpcyjnych ogłoszonego przez Prezesa GUS w Monitorze Polskim za rok poprzedni, (,,,) , w razie wzrostu uzasadnionych kosztów utrzymania szkoły w tym w szczególności: podwyższenia opłat za dostawę mediów oraz czynszu najmu lokalu szkoły.",KLAUZULA_ABUZYWNA
Cesja praw z ubezpieczenia nieruchomości A.6.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
3.Rada Uczniów składa się z przedstawicieli wybranych przez ogół uczniów. Liczebność Rady Uczniów oraz zakres i tryb jej pracy określa regulamin.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Niniejsza Umowa nie przewiduje gwarancji spłaty całkowitej kwoty Kredytu wypłaconego na jej podstawie. Rachunek ROR do spłaty Kredytu Początek opcji dla kredytu z POLECENIEM ZAPŁATY 1.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"§ 5 Gwarancje. 1.Na wszystkie elementy instalacji (panele fotowoltaiczne, falownik, aparatura zabezpieczająca), obowiązują gwarancje producentów.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Umowa Zawarta na czas określony 24 miesięcy ulega przedłużeniu na czas nieokreślony.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Jeżeli Deweloper odstąpi od niniejszej Umowy na podstawie postanowień § 6 ust. 5 pkt 1) lub niniejsza Umowa zostanie rozwiązana z winy Nabywcy, to Deweloper może żądać zwrotu równowartości poniesionych przez Dewelopera łącznie kosztów opłaty notarialnej, wpisów do księgi, kosztów wprowadzonych przez Nabywcę zmian aranżacyjnych oraz kosztów prowadzenia indywidualnego rachunku powierniczego Nabywcy.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Śródmieście, obr. 21 działki nr 349/2 (dla której prowadzona będzie ks wieczysta założona w wykonaniu wniosku wieczystoksięgowego zawartego w niniejszym a po odłączeniu z kw.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
ODSETKI KARNE DLA KREDYTÓW (POŻYCZEK) PRZETERMINOWANYCH,BEZPIECZNE_POSTANOWIENIE_UMOWNE
przypominamy o wypełnianiu obowiązków nadzoru. W ramach tego obowiązku . odpowiadają za szkody spowodowane przez ..,KLAUZULA_ABUZYWNA
"2.W chwili aktywacji karty SIM zostaje automatycznie ustanowiony pierwotny kod abonencki dla tej karty. W oparciu o pierwotny kod abonencki Abonent może dokonać zmiany tego kodu, ustanawiając własny kod abonencki.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"2.Stwierdzenie istotnej nieszczelności instalacji wodociągowej należącej do Odbiorcy, może być podstawą nie uznania reklamacji. 4 Procedury i warunki kontroli urządzeń wodociągowych i urządzeń kanalizacyjnych § 22 1.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Koniec opcji z kredytowaniem kosztów 2.W związku z zawarciem niniejszej Umowy i udzieleniem Kredytu Kredytobiorca ponosi następujące koszty:  a)prowizji bankowej za udzielenie Kredytu płatnej jednorazowo w kwociezł,",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Po bezskutecznym upływie terminu wypowiedzenia Pożyczkodawca ma prawo naliczania dalszych odsetek od zadłużenia przeterminowanego zgodnie z § 6 ust. 2 powyżej. Pożyczkodawca może również wytoczyć przeciwko Pożyczkobiorcy powództwo o zapłatę.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Zamówienie nie będzie realizowane w przypadku: braku możliwości podjęcia kontaktu z konsumentem pod podanym w zamówieniu numerem telefonu lub adresem poczty elektronicznej w okresie realizacji zamówienia; nieprawidłowego złożenia zamówienia przez konsumenta. Przedsiębiorca zastrzega sobie prawo anulowania zamówień złożonych przez konsumenta niegodnie z ., w ciągu . dni roboczych od daty złożenia zamówienia.",KLAUZULA_ABUZYWNA
"Opłata za pobyt podlega podwyższeniu o kwotę minimum 100 zł, ale nie więcej niż kwota wzrostu wartości minimalnego wynagrodzenia za pracę – ustalonego zgodnie z ustawą z dnia . Podwyższenie opłaty następuje począwszy od 01. stycznia każdego roku, ewentualnie także od 01. lipca danego roku, jeżeli w danym roku nastąpi dwukrotnie wzrost wartości minimalnego wynagrodzenia za pracę. Podwyższenie opłaty za pobyt zgodnie z pkt 6 – nie wymaga zawierania aneksu do umowy, następuje na mocy jednostronnego pisemnego oświadczenia Zleceniobiorcy",KLAUZULA_ABUZYWNA
"2.O zmianie stopy procentowej Bank powiadamia Kredytobiorcę i Poręczycieli, przesyłając zmieniony harmonogram spłat. Zmiany harmonogramu wynikające ze zmiany oprocentowania nie wymagają sporządzenia aneksu do niniejszej Umowy.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Podwyższanie opłaty za pobyt może nastąpić w drodze zawarcia aneksu do umowy między innymi w przypadku podwyższenia wartości minimalnego wynagrodzenia za pracę . W przypadku braku zgody Zleceniodawcy na podwyższenie opłaty za pobyt Zleceniobiorca jest uprawniony do rozwiązania umowy,BEZPIECZNE_POSTANOWIENIE_UMOWNE
W uzasadnionych przypadkach obsługa ma prawo odmówić przejazdu.,KLAUZULA_ABUZYWNA
"b)podanie przez Posiadacza fałszywych danych osobowych albo danych adresowych, c)sytuację, gdy Rachunek jest wykorzystywany niezgodnie z przeznaczeniem.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Odwołanie powinno być złożone w formie pisemnej. 2.Odwołanie rozpatrzone zostanie w terminie 6 tygodni od daty jego dostarczenia do siedziby Zarządu Spółdzielni.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
* 8. Wysokość opłaty za powtarzanie kursów z powodu niezadowalających wyników w nauce w roku akademickim ….,BEZPIECZNE_POSTANOWIENIE_UMOWNE
§ 7 Koszty kredytu,BEZPIECZNE_POSTANOWIENIE_UMOWNE
c)oraz niniejszego Statutu. 2.Statut Szkoły jest podstawowym aktem prawnym regulującym działalność Szkoły.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"W razie skorzystania z powyższego uprawnienia przez Abonenta, Dostawcy usług nie przysługuje zwrot ulgi.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"zobowiązuje się do niezwłocznego informowania Pośrednika o wszelkich okolicznościach , pod rygorem obowiązku zapłaty kary umownej",KLAUZULA_ABUZYWNA
5.Szkoła zapewnia:  a)realizację zaleceń zawartych w orzeczeniu o potrzebie kształcenia specjalnego;,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"g)namawiania innych do zażywania narkotyków lub środków odurzających; h)wnoszenia, handlu lub rozpowszechniania na terenie Szkoły oraz posiadanie narkotyków oraz innych środków odurzających;",BEZPIECZNE_POSTANOWIENIE_UMOWNE
